,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,engine_capacity(cc),Power_bhp,Seats,Price,Brand_name,Model_name
2938,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.25,Honda,City
2939,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,170.0,5.0,20.99,BMW,3
2940,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,17.5,Mercedes-Benz,E-Class
2941,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74.0,5.0,5.36,Maruti,Swift
2942,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7.0,6.35,Maruti,Ertiga
2943,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5.0,2.95,Hyundai,Verna
2944,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5.0,55.7,Land,Rover
2945,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5.0,37.5,Mercedes-Benz,New
2946,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5.0,4.07,Hyundai,i10
2947,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.99,Volkswagen,Polo
2948,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.9,Maruti,Vitara
2949,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5.0,7.49,Renault,Duster
2950,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248,75.0,5.0,1.1,Tata,Indica
2951,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7.0,56.0,Mercedes-Benz,GL-Class
2952,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5.0,3.5,Hyundai,Xcent
2953,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,110.0,5.0,3.0,Hyundai,Verna
2954,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,6.1,Hyundai,Verna
2955,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,70.0,5.0,2.25,Ford,Figo
2956,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.95,Maruti,Swift
2957,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5.0,4.95,Renault,Pulse
2958,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,74.0,5.0,5.49,Volkswagen,Polo
2959,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190.0,5.0,6.67,BMW,3
2960,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598,103.52,5.0,6.25,Skoda,Rapid
2961,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7.0,34.88,Audi,Q7
2962,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5.0,6.9,Maruti,Ciaz
2963,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5.0,5.99,Honda,City
2964,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,272.0,5.0,10.4,Mercedes-Benz,E-Class
2965,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5.0,29.0,Audi,A6
2966,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7.0,5.85,Mahindra,Xylo
2967,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493,100.0,5.0,2.21,Honda,City
2968,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.4,Maruti,SX4
2969,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5.0,3.0,Toyota,Corolla
2970,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5.0,3.75,Volkswagen,Vento
2971,Pune,2015,66510,Petrol,Manual,First,21.1,814,55.2,5.0,2.95,Hyundai,EON
2972,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968,108.5,5.0,5.8,Skoda,Laura
2973,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,74.0,5.0,4.9,Maruti,Swift
2974,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5.0,16.95,Toyota,Corolla
2975,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,100.0,8.0,12.5,Toyota,Innova
2976,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,69.0,5.0,5.0,Tata,Tiago
2977,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5.0,4.68,Skoda,Rapid
2978,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,197.0,7.0,29.8,Ford,Endeavour
2979,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5.0,3.46,Renault,KWID
2980,Pune,2012,75000,Diesel,Manual,First,23.0,1396,90.0,5.0,4.0,Hyundai,i20
2981,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,106.0,5.0,4.5,Skoda,Laura
2982,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5.0,5.87,Toyota,Corolla
2983,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,120.0,8.0,9.5,Mahindra,Scorpio
2984,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5.0,32.5,Audi,Q5
2985,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8.0,3.88,Chevrolet,Enjoy
2986,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.08,BMW,3
2987,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5.0,3.5,Nissan,Sunny
2988,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5.0,3.5,Honda,Accord
2989,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,110.0,5.0,4.45,Hyundai,Verna
2990,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,34.2,8.0,2.35,Maruti,Omni
2991,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5.0,5.0,Honda,City
2992,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,68.0,5.0,2.0,Ford,Fiesta
2993,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.35,Hyundai,i20
2994,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143,201.1,5.0,24.63,Mercedes-Benz,E-Class
2995,Pune,2012,92000,CNG,Manual,Second,35.370000000000005,998,58.2,5.0,3.0,Maruti,Wagon
2996,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.9,Ford,EcoSport
2997,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,80.0,5.0,3.25,Hyundai,i20
2998,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5.0,8.25,Honda,City
2999,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5.0,2.85,Nissan,Micra
3000,Pune,2010,129986,Diesel,Manual,Second,20.0,1399,68.0,5.0,3.2,Ford,Figo
3001,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,75.0,5.0,1.75,Nissan,Micra
3002,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5.0,5.75,Honda,Accord
3003,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4.7,Skoda,Superb
3004,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796,35.0,5.0,2.9,Maruti,Omni
3005,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5.0,4.25,Hyundai,i20
3006,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.5,Hyundai,Creta
3007,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74.0,5.0,5.34,Maruti,Swift
3008,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74.0,5.0,3.85,Maruti,Swift
3009,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102.0,8.0,8.5,Toyota,Innova
3010,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.2,Hyundai,Xcent
3011,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7.0,6.75,Maruti,Ertiga
3012,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7.0,26.0,Ford,Endeavour
3013,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5.0,8.61,Hyundai,i20
3014,Mumbai,2009,47000,Petrol,Manual,First,19.0,998,67.1,5.0,1.46,Maruti,Zen
3015,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5.0,2.8,Maruti,Ritz
3016,Kochi,2018,44202,CNG,Manual,First,43.551,998,58.2,4.0,4.0,Maruti,Alto
3017,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.47,Honda,City
3018,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5.0,2.45,Maruti,Swift
3019,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,184.0,5.0,21.5,BMW,X1
3020,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368,90.0,5.0,1.38,Tata,Manza
3021,Chennai,2016,89000,Diesel,Manual,First,16.0,2179,140.0,7.0,13.5,Mahindra,XUV500
3022,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5.0,3.1,Hyundai,i10
3023,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5.0,5.49,Maruti,Baleno
3024,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5.0,9.51,Maruti,Vitara
3025,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5.0,2.39,Ford,Figo
3026,Delhi,2014,74663,CNG,Manual,First,45.279,998,67.04,5.0,3.25,Maruti,Wagon
3027,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5.0,5.65,Volkswagen,Vento
3028,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7.0,1.85,Mahindra,Xylo
3029,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340.0,5.0,2.02,Porsche,Cayenne
3030,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5.0,5.8,Maruti,Swift
3031,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74.0,5.0,6.9,Volkswagen,Polo
3032,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.35,Hyundai,Verna
3033,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.85,Hyundai,i10
3034,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143,204.0,5.0,22.75,Mercedes-Benz,E-Class
3035,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60.0,5.0,0.45,Maruti,Zen
3036,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5.0,4.64,Hyundai,i10
3037,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5.0,5.27,Honda,Amaze
3038,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148.0,7.0,10.0,Tata,Safari
3039,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5.0,3.95,Honda,Brio
3040,Kochi,2010,30754,Petrol,Manual,First,17.0,1197,80.0,5.0,3.38,Hyundai,i20
3041,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5.0,16.8,Volkswagen,Jetta
3042,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5.0,1.99,Honda,Jazz
3043,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82.0,5.0,5.84,Hyundai,Grand
3044,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5.0,36.15,Jaguar,XF
3045,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5.0,25.7,Jaguar,XF
3046,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179,140.0,7.0,9.24,Mahindra,XUV500
3047,Delhi,2015,16607,Diesel,Manual,First,22.7,1598,118.0,5.0,7.65,Maruti,S
3048,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.31,Audi,A4
3049,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5.0,4.75,Renault,Duster
3050,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5.0,6.69,Maruti,Swift
3051,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.1,Volkswagen,Polo
3052,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35.0,8.0,1.55,Maruti,Omni
3053,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5.0,6.84,Hyundai,Grand
3054,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4.0,1.6,Tata,Nano
3055,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5.0,21.73,Audi,A4
3056,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5.0,4.75,Volkswagen,Polo
3057,Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5.0,2.45,Maruti,Alto
3058,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5.0,31.55,Mini,Cooper
3059,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.25,Audi,A4
3060,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7.0,27.36,Ford,Endeavour
3061,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110.0,5.0,6.5,Ford,Ecosport
3062,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.25,Hyundai,Grand
3063,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5.0,5.5,Chevrolet,Sail
3064,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5.0,4.0,Maruti,Swift
3065,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5.0,4.65,Tata,Zest
3066,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170.0,5.0,28.5,Mercedes-Benz,New
3067,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5.0,7.11,Chevrolet,Cruze
3068,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5.0,3.9,Maruti,Ritz
3069,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5.0,5.6,Hyundai,Grand
3070,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5.0,2.25,Maruti,Dzire
3071,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5.0,3.9,Hyundai,Verna
3072,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5.0,28.63,Jaguar,XF
3073,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,Skoda,Superb
3074,Pune,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5.0,2.0,Maruti,Wagon
3075,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.5,Volkswagen,Polo
3076,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5.0,5.0,Honda,Civic
3077,Ahmedabad,2015,47001,CNG,Manual,First,27.0,1196,63.0,5.0,3.72,Maruti,Eeco
3078,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5.0,3.45,Maruti,Wagon
3079,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,74.0,5.0,4.5,Maruti,Swift
3080,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591,121.3,5.0,14.36,Hyundai,Creta
3081,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,82.0,5.0,5.5,Hyundai,Grand
3082,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5.0,3.0,Nissan,Micra
3083,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5.0,6.08,Hyundai,Grand
3084,Chennai,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5.0,5.0,Volkswagen,Vento
3085,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7.0,20.25,Toyota,Fortuner
3086,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7.0,18.0,Toyota,Innova
3087,Pune,2015,48300,Diesel,Automatic,First,20.0,2143,107.3,5.0,17.5,Mercedes-Benz,A
3088,Pune,2013,30000,Petrol,Manual,First,21.1,814,55.2,5.0,2.1,Hyundai,EON
3089,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5.0,7.5,Hyundai,Elantra
3090,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4.0,24.77,Mini,Cooper
3091,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5.0,8.65,Renault,Duster
3092,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198,197.0,7.0,35.5,Ford,Endeavour
3093,Delhi,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5.0,10.5,Toyota,Corolla
3094,Delhi,2018,9000,Diesel,Manual,First,14.0,2179,155.0,7.0,13.0,Mahindra,XUV500
3095,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5.0,26.5,BMW,7
3096,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,64.0,5.0,1.4,Maruti,Wagon
3097,Kochi,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5.0,7.51,Honda,City
3098,Delhi,2014,50000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.3,Maruti,Swift
3099,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.95,Honda,City
3100,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7.0,6.91,Maruti,Ertiga
3101,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5.0,9.75,Renault,Duster
3102,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5.0,4.0,Maruti,Swift
3103,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.65,Maruti,Ritz
3104,Chennai,2013,78000,Diesel,Manual,First,15.1,2179,140.0,7.0,10.75,Mahindra,XUV500
3105,Kochi,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5.0,4.51,Honda,Brio
3106,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5.0,3.7,Tata,Manza
3107,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,102.0,7.0,12.99,Toyota,Innova
3108,Delhi,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5.0,4.15,Maruti,Swift
3109,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5.0,4.4,Hyundai,Verna
3110,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7.0,4.25,Honda,Mobilio
3111,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198,86.7,5.0,4.25,Honda,Amaze
3112,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497,117.3,5.0,7.7,Honda,City
3113,Pune,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5.0,39.75,Land,Rover
3114,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5.0,8.5,Honda,City
3115,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5.0,7.0,Mercedes-Benz,E-Class
3116,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,70.0,5.0,0.8,Ford,Ikon
3117,Delhi,2013,71000,Diesel,Manual,First,13.0,2982,168.5,7.0,15.25,Toyota,Fortuner
3118,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998,66.1,5.0,2.25,Maruti,A-Star
3119,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7.0,4.85,Tata,Sumo
3120,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5.0,6.42,Honda,City
3121,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5.0,2.5,Nissan,Micra
3122,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5.0,5.75,Hyundai,Verna
3123,Pune,2003,52000,Petrol,Manual,First,16.1,796,37.0,4.0,0.5,Maruti,800
3124,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,140.0,7.0,11.52,Mahindra,XUV500
3125,Delhi,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5.0,4.5,Maruti,SX4
3126,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396,98.6,5.0,4.75,Hyundai,i20
3127,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5.0,13.54,Hyundai,Creta
3128,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143,201.1,5.0,23.41,Mercedes-Benz,E-Class
3129,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7.0,19.25,Toyota,Fortuner
3130,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984,181.0,5.0,20.0,Volvo,S60
3131,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,203.0,5.0,13.0,Mercedes-Benz,E-Class
3132,Chennai,2010,80000,Petrol,Manual,First,10.2,2354,180.0,5.0,3.99,Honda,Accord
3133,Pune,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5.0,4.65,Honda,Amaze
3134,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5.0,4.65,Maruti,Dzire
3135,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5.0,3.15,Maruti,Swift
3136,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5.0,8.25,Toyota,Corolla
3137,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5.0,65.0,Land,Rover
3138,Chennai,2012,63000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.5,Maruti,Swift
3139,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170.0,5.0,17.5,Jeep,Compass
3140,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5.0,4.31,Maruti,Swift
3141,Kochi,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5.0,6.2,Honda,Jazz
3142,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5.0,3.32,Volkswagen,Polo
3143,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,130.0,5.0,3.75,Honda,Civic
3144,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5.0,4.7,Toyota,Etios
3145,Chennai,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5.0,6.5,Hyundai,Verna
3146,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,102.0,8.0,7.25,Toyota,Innova
3147,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598,118.0,5.0,8.94,Maruti,SX4
3148,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194,94.68,5.0,7.34,Ford,Freestyle
3149,Delhi,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.9,Maruti,Baleno
3150,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5.0,5.9,Honda,Jazz
3151,Pune,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5.0,6.75,Hyundai,Verna
3152,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5.0,4.1,Honda,Amaze
3153,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5.0,27.0,Audi,Q3
3154,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598,103.52,5.0,4.5,Skoda,Rapid
3155,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5.0,14.5,Audi,A4
3156,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,74.0,5.0,5.25,Maruti,Swift
3157,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,74.0,5.0,1.2,Tata,Indica
3158,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8.0,4.95,Toyota,Innova
3159,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5.0,7.5,Renault,Duster
3160,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996,333.0,4.0,48.0,Mercedes-Benz,E-Class
3161,Delhi,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5.0,4.45,Honda,Amaze
3162,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5.0,59.65,Mercedes-Benz,GLE
3163,Kochi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5.0,4.38,Maruti,Ritz
3164,Kochi,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5.0,7.9,Maruti,Ciaz
3165,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.29,Maruti,Baleno
3166,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5.0,6.0,Ford,Fiesta
3167,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179,140.0,7.0,6.7,Mahindra,XUV500
3168,Jaipur,2009,63000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti,Alto
3169,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4.0,23.8,Mini,Cooper
3170,Kochi,2014,63288,Diesel,Manual,First,15.1,2179,140.0,7.0,7.77,Mahindra,XUV500
3171,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5.0,3.32,Hyundai,Santro
3172,Kochi,2015,46561,Diesel,Manual,First,22.9,1248,74.0,5.0,4.94,Maruti,Swift
3173,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143,107.3,5.0,11.0,Mercedes-Benz,A
3174,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,53.3,5.0,3.4,Renault,KWID
3175,Kochi,2013,56263,Diesel,Manual,First,22.9,1248,74.0,5.0,4.17,Maruti,Swift
3176,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,60.0,5.0,1.25,Maruti,Zen
3177,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.45,Hyundai,Grand
3178,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5.0,2.59,Tata,Manza
3179,Pune,2015,87900,Diesel,Manual,First,16.0,2179,140.0,7.0,12.01,Mahindra,XUV500
3180,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5.0,2.45,Maruti,Swift
3181,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5.0,29.0,Audi,Q3
3182,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,170.0,5.0,11.99,Mercedes-Benz,New
3183,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497,117.3,5.0,7.9,Honda,City
3184,Pune,2010,140000,Diesel,Manual,Third,12.8,2494,102.0,7.0,6.25,Toyota,Innova
3185,Pune,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5.0,1.8,Chevrolet,Beat
3186,Delhi,2013,62000,CNG,Manual,First,35.910000000000004,998,58.16,5.0,2.8,Maruti,Wagon
3187,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5.0,4.9,Honda,Jazz
3188,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,75.0,5.0,2.25,Nissan,Micra
3189,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5.0,8.89,Maruti,Ciaz
3190,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7.0,15.0,Toyota,Fortuner
3191,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99.0,5.0,5.65,Ford,Aspire
